user_id,item_id
1043,36 1560 1223 1505 208 2688 618 2510 2534 37
1044,1583 640 3529 476 2564 1615 2732 2646 1211 584
1045,1337 2564 1039 640 1315 476 2646 169 124 2617
1046,246 2370 3677 2774 2068 2342 382 650 528 1633
1047,2054 472 3529 530 1543 1560 3327 3116 3013 2862
1048,169 3059 2256 2732 2210 2768 922 2534 1102 1045
1049,1543 2646 2757 463 3327 3528 293 2626 1337 2956
1050,2331 2745 2768 331 2338 398 2250 2186 793 2222
1051,2862 3423 472 1279 1543 3269 3424 1638 1186 3022
1052,2630 2297 2510 169 2626 3332 2757 584 2331 2342
1053,1560 2402 467 246 1887 989 3365 2068 1337 382
1054,472 2862 1337 1223 1560 2402 1831 1543 3656 1615
1055,1543 2862 1223 2054 2474 1184 2646 1193 3116 3367
1056,1315 2646 472 1223 2297 3013 1840 1057 3409 1858
1057,3692 3022 3142 1583 1279 2470 2664 2784 1315 1186
1058,476 472 863 3022 1223 398 1560 1316 1809 3013
1059,2054 472 1223 1560 3529 1831 2862 1543 1039 3013
1060,989 2256 467 2068 1315 3365 2774 2342 3600 512
1061,2210 2603 2510 1039 3529 3692 2067 3013 3053 2784
1062,1315 1337 2342 3529 2646 463 2370 1371 1223 2862
1063,2732 3694 2630 2664 2745 944 208 2768 3142 2402
1064,1615 166 1583 2956 922 3116 3022 2256 1711 3142
1065,1615 2054 472 1840 166 1543 1560 124 2297 2862
1066,1039 1583 3022 3529 2626 2980 2768 2732 2256 1960
1067,640 2980 2664 1858 2387 1638 160 3262 1868 3670
1068,169 2054 2342 3382 1354 214 94 119 3142 2664
1069,246 2402 2256 2370 1887 1633 3205 3677 2342 1781
1070,3013 640 2603 472 2688 3409 2630 3529 1505 1211
1071,3153 3694 3692 476 2664 2732 3269 3423 2603 1615
1072,1615 3402 124 3529 3350 1560 1831 1184 3597 3409
1073,36 3529 3153 3059 1223 2502 1211 3692 1560 2297
1074,2402 1315 3365 2068 512 1781 183 528 1633 3256
1075,1583 1831 36 2256 1560 1811 2956 1546 2327 989
1076,1583 472 1560 2862 1316 2564 640 3013 36 463
1077,2603 463 1543 2646 2980 2564 3013 3528 785 472
1078,1223 3409 1543 2402 3153 3529 1560 1811 124 2370
1079,1583 922 2402 1223 1543 3692 3269 3529 2862 169
1080,36 1279 3022 2784 3409 2564 3692 1543 2732 2470
1081,3409 1887 2862 124 1831 1560 1811 1840 640 3448
1082,1560 1315 1316 1543 1831 3529 3022 3677 1223 2054
1083,2297 1223 1831 1315 3013 1186 1211 3694 2210 169
1084,472 1543 463 124 3529 1223 2402 1858 1560 1315
1085,3409 472 3423 3013 3022 1223 1186 3153 3151 3424
1086,1039 2732 169 1583 463 476 2646 1211 36 1811
1087,2862 3022 472 3013 1316 1223 2564 1505 1583 1186
1088,472 1560 2256 482 1337 2342 1887 1371 2774 3365
1089,2564 3529 1583 2054 1831 3272 772 1315 3059 640
1090,3409 3692 1543 1211 2256 1560 584 476 208 3423
1091,169 640 1831 3022 2956 1057 1463 463 3529 1811
1092,3022 3013 1543 472 1583 2646 1560 2210 2297 3059
1093,1583 2980 2297 2314 2688 2468 2732 398 2630 1491
1094,1583 1831 36 640 3022 3529 1039 2210 463 989
1095,1583 1811 3022 36 3409 169 1039 472 3298 3013
1096,3022 1831 2603 2067 169 2314 3332 2626 2980 543
1097,3022 1831 640 2210 2314 2510 2626 2342 2602 2331
1098,2980 463 1858 3000 2387 3656 160 1868 1216 3335
1099,2256 2402 2370 1315 3365 1887 382 1781 482 3415
1100,1039 398 2402 2646 293 2688 1337 2664 1211 1617
1101,2165 184 1638 472 2817 2054 2646 2297 892 3409
1102,584 2732 2468 1956 543 16 1855 2501 1211 3049
1103,1583 1505 640 2210 2603 1615 707 2646 463 790
1104,1831 2784 169 2314 1078 1913 2980 2501 3332 2626
1105,2603 3692 3013 1960 2688 463 2862 3153 2784 944
1106,1223 1831 1615 2862 3694 2402 463 476 640 1592
1107,1039 2646 2732 1831 2210 99 339 640 2688 3234
1108,2402 1315 1887 989 3677 2342 2281 382 3256 512
1109,1583 476 463 2210 2297 3272 208 1211 2862 2314
1110,1223 463 2646 3013 472 1543 169 2745 2564 1279
1111,1583 1543 618 2297 779 476 2630 1057 236 2745
1112,2980 2757 2646 169 2314 543 2501 36 1505 398
1113,1583 1831 640 2757 2210 3529 463 2980 3409 1337
1114,2646 640 1039 3529 2256 1560 1543 1223 2402 863
1115,36 779 472 375 2230 132 2862 741 620 3409
1116,3022 640 2297 208 2732 2646 1211 2862 2768 3528
1117,1583 2297 1039 2054 2732 2256 1560 1211 3489 476
1118,3022 1583 472 2528 2636 3677 2297 1039 2732 2862
1119,1039 3013 472 1560 476 2603 3423 2732 169 584
1120,2210 1831 640 2630 2732 3529 2646 2688 472 36
1121,1197 3022 1583 1166 1401 1223 868 472 1190 1039
1122,2646 2054 132 3022 1543 3013 1039 2224 3423 36
1123,1831 2626 2980 2757 1039 2314 2784 1546 331 3692
1124,472 1315 3013 1811 37 1316 1371 2528 1223 1543
1125,463 2862 3022 1583 472 36 2210 2297 1615 2630
1126,1583 3694 640 1030 2630 584 463 1505 772 3317
1127,1039 1560 796 1638 1354 3131 618 1831 2745 2798
1128,3409 2230 1279 3125 3022 1638 472 36 2116 132
1129,467 246 989 1315 2774 1887 3365 3677 1337 3205
1130,1583 2603 3529 2297 476 640 1831 2366 463 1030
1131,3529 584 3022 2757 3327 472 398 1316 2646 1490
1132,1057 2646 922 2862 1316 3646 3409 1102 1223 1296
1133,1279 3423 3409 741 3418 2470 2745 476 2676 512
1134,2210 1039 2732 463 2256 1811 2630 2603 1211 169
1135,1543 3022 1560 2862 1316 3529 2564 1831 36 1583
1136,584 2757 169 2067 2510 2468 183 1078 2784 2602
1137,3692 2732 3142 1376 2646 1057 1912 472 2470 1859
1138,1638 36 1583 1039 796 3418 2297 3409 2165 1354
1139,3013 1831 1316 36 3153 472 2297 2688 2067 3423
1140,1583 1560 1543 3013 1039 472 36 1186 1279 169
1141,1583 2067 2510 2314 584 2626 2784 1855 183 1078
1142,1638 3151 1354 3013 3022 2931 2862 3653 1505 3424
1143,2054 2732 1543 3013 1831 3529 124 1711 2636 1211
1144,1279 779 1186 472 618 796 36 93 375 1315
1145,1831 1615 640 1315 1223 3692 2210 208 1316 472
1146,640 2980 1376 3656 3262 1868 1375 3670 2541 620
1147,2603 2840 1354 3382 3022 569 3110 474 2127 1099
1148,1223 1560 1831 989 2314 3409 2564 2402 1583 2265
1149,1583 2210 472 1543 3013 3059 1560 2630 36 3272
1150,1223 2297 1615 2745 640 2210 472 3694 2688 3059
1151,2402 467 2256 2774 2370 3677 3256 1371 2068 1887
1152,472 1560 2402 2256 2774 1337 650 3365 1052 1633
1153,3022 2603 2630 2297 2067 169 2314 2757 1078 2784
1154,2510 2331 2757 2784 183 3332 2501 1401 3048 1617
1155,2564 1560 2862 3529 2402 1315 476 3153 2646 2054
1156,1583 640 3013 472 1223 3131 1316 2745 3153 3694
1157,2402 1560 1887 989 3677 2376 1470 482 3119 2256
1158,1186 253 1808 3022 3298 3000 1583 1315 2636 2297
1159,472 3013 36 3022 3409 3153 1039 3529 2564 2402
1160,124 1831 2564 208 1811 584 2602 2402 2980 2314
1161,2862 1615 3022 208 1950 1811 293 2076 2054 1746
1162,1543 3529 3013 472 1560 1223 1316 3409 476 3402
1163,640 2664 1376 2387 1858 528 3000 1868 160 1216
1164,1039 1315 2862 1592 2646 2732 3022 2256 36 2664
1165,1638 3013 618 779 1354 3022 796 3409 3269 132
1166,3013 1583 2210 36 3529 3022 3418 2606 2688 779
1167,2862 472 1316 3153 3529 1505 3022 3269 1560 3409
1168,1831 1030 208 2745 1746 2768 2366 2222 1078 621
1169,2054 2402 472 1057 2327 1315 790 2256 2664 922
1170,1039 3529 1583 2630 208 2745 1505 293 3317 1078
1171,2564 1560 472 1583 2862 1039 640 2054 3022 1615
1172,2732 2646 1039 2256 1615 3692 463 1711 1211 790
1173,124 1316 3013 2862 472 3409 1811 3402 463 640
1174,472 3423 3153 3022 3529 3151 3269 1279 1583 2402
1175,2402 1371 2342 2068 528 3415 2281 1456 120 1668
1176,2862 3013 1543 36 472 1223 169 3022 132 1315
1177,1223 1560 2646 3692 2603 2054 476 1186 790 1960
1178,989 2256 246 467 1781 3677 1337 1371 1668 2370
1179,2688 2210 169 2630 640 2980 1956 2626 2602 283
1180,1811 2636 169 1186 2335 1536 59 1808 1583 663
1181,1868 1545 472 3600 3656 2185 232 312 2814 1573
1182,1831 2630 2784 2980 2067 2602 3332 1855 119 1546
1183,2210 2603 183 774 2331 1855 331 3049 799 543
1184,2732 2646 3022 922 2673 1057 3692 3402 2502 36
1185,3022 2468 774 2297 3238 169 1583 2630 2210 2688
1186,472 2256 1668 467 246 2402 3677 382 512 650
1187,1315 1543 1831 3013 183 1316 1371 2564 1560 3529
1188,3022 1711 3696 3677 2732 2980 512 1211 640 784
1189,3022 1583 3269 2798 2510 640 1657 3418 741 2931
1190,208 2757 3327 1809 1223 472 3005 1543 1099 2210
1191,472 3529 1831 2862 3409 1316 2564 989 69 2054
1192,1560 3013 1223 1543 1315 1316 3529 2862 1887 3409
1193,472 476 1223 2980 1543 1316 2054 640 3013 463
1194,1545 472 3600 2653 2185 3656 2363 584 810 427
1195,1039 3423 1223 3694 640 1279 1186 1316 476 169
1196,1583 2603 2862 3694 2688 476 2630 2564 2745 3692
1197,476 640 3272 472 1746 707 3529 3441 3238 1490
1198,1039 169 2630 1592 3013 1543 3528 2768 2261 451
1199,3022 3677 2119 2297 2528 1808 2063 663 1070 3338
1200,3529 476 3677 640 2370 2862 1543 2054 1615 2297
1201,2646 2256 790 1811 472 1001 1463 2673 220 3528
1202,1560 1543 3013 2564 640 476 3402 989 3153 3677
1203,1583 3013 3409 1223 2732 640 3529 3269 2745 2603
1204,2256 482 512 527 2484 1475 234 1510 3133 186
1205,1560 1831 989 3409 2054 1315 2564 2528 1382 863
1206,2470 3110 3022 2840 1699 237 2541 3159 868 1583
1207,36 2862 1831 3423 3022 1543 2210 1505 401 3272
1208,472 2646 1811 2256 3692 3022 2054 1583 2732 3677
1209,1039 1583 36 1316 3013 3529 3409 3153 1560 1505
1210,3529 640 2564 1223 3013 1543 3272 2862 1560 293
1211,463 1583 2076 3153 69 1746 1039 3272 3022 36
1212,640 2646 1240 2603 3692 512 2757 3529 1615 1223
1213,1560 2564 1223 2862 1316 476 1831 640 3350 2054
1214,1211 3692 1186 2054 2603 2956 584 2630 512 1543
1215,640 472 2757 1039 3022 1543 1583 2617 2297 124
1216,1279 3423 3022 2784 1315 2862 1186 796 1583 1354
1217,2402 1560 246 467 2256 989 1887 1337 1315 3256
1218,2646 2210 2630 512 293 2862 331 2745 204 1746
1219,472 2653 2862 3101 2402 1246 3187 1686 584 3406
1220,2510 1039 3473 2646 2314 36 2342 3529 1855 1956
1221,3597 1560 2646 3116 2474 2980 1831 3529 1543 3402
1222,472 2862 3529 1315 2402 2054 1811 1475 3272 1337
1223,1223 2862 944 3013 790 3534 2664 1376 293 2617
1224,1560 2402 1337 467 2370 1315 2068 1887 2342 183
1225,584 2757 2331 119 398 2602 1078 2784 2646 3473
1226,2732 472 3013 36 169 1543 1039 1223 3692 922
1227,3022 1583 2784 2510 2210 2732 2688 2603 2630 2297
1228,2210 1316 208 3529 2338 1240 1227 2564 3227 3046
1229,3013 472 1316 3529 3153 1560 2054 2402 3022 463
1230,2402 1560 989 2068 2256 382 1315 1223 1337 3677
1231,472 1223 3013 1316 1560 2402 2054 3409 3153 1583
1232,1615 2297 2862 1279 3367 3116 184 3022 463 1746
1233,472 1316 2688 2630 3142 1560 3423 3059 463 2402
1234,1376 640 2980 2664 463 528 1858 2387 312 2653
1235,1057 1543 1315 472 3013 2732 2297 2646 1223 3529
1236,1808 2335 3022 2587 2119 2636 1070 1583 1279 169
1237,2732 1376 2256 472 2956 2768 1583 12 2664 1912
1238,1583 3022 472 2688 584 2732 1039 169 640 2626
1239,1560 2774 246 3365 3529 1887 1223 3409 3022 463
1240,2646 1811 1711 476 3694 208 2327 3529 2402 512
1241,1223 1543 640 36 3272 1315 124 1505 2603 476
1242,1560 1831 1223 1316 2757 246 3409 1315 1583 3022
1243,2862 3269 1543 36 1223 3013 1315 1583 1316 2224
1244,3529 1831 463 472 208 2256 1316 3013 2862 3059
1245,487 1456 183 1583 1337 1316 1633 120 1315 3022
1246,2603 3473 2784 1855 212 3238 1913 3172 3220 3332
1247,472 3529 1223 1560 2564 1831 1039 3153 640 3409
1248,2603 3423 1279 2732 1376 3022 1583 2510 2402 1315
1249,1039 2664 2646 3409 3013 3694 1223 36 3668 3153
1250,472 1337 3529 1223 1560 640 476 1831 463 3013
1251,640 3529 1560 2980 1086 1868 183 802 2297 3409
1252,472 1583 1315 2646 2732 3022 2402 232 452 2281
1253,246 1315 2402 989 1422 1887 482 2281 512 382
1254,640 36 208 2646 82 3528 2129 2250 3053 944
1255,2564 132 1316 3409 169 3153 2603 772 2664 2054
1256,2564 1505 1039 796 3269 1583 1315 1560 132 3424
1257,472 1316 2564 2265 707 1831 1615 2297 2054 476
1258,472 2862 2732 3013 3529 1039 1316 3409 2297 2256
1259,472 1615 1376 3402 1583 1057 3013 1316 1039 1223
1260,3529 3013 1223 1560 1543 472 1831 476 1316 640
1261,472 2732 2054 1615 1039 3529 2256 584 1223 1711
1262,2862 1560 3529 3013 3153 2564 3409 463 1831 1315
1263,3694 2603 640 208 3418 2646 3317 293 2342 543
1264,1039 1583 2732 1211 2210 2297 2646 2862 1592 3059
1265,472 989 1315 2774 3677 2256 2402 2370 2068 3365
1266,640 1039 3529 1811 463 2732 1337 2646 1223 2314
1267,1223 472 3238 3441 1809 2129 1560 2186 989 1337
1268,573 2862 3529 2931 28 2165 3638 3418 2828 1548
1269,1831 2617 3409 3272 3350 2980 1811 1039 3327 2128
1270,208 1809 398 2186 2175 1044 650 1583 1850 1039
1271,2862 3423 618 1223 3013 3409 3022 1505 796 1186
1272,3022 3153 2862 989 3272 2646 1039 1811 3694 2210
1273,1811 472 166 530 2636 2528 2980 1184 1560 124
1274,2688 1583 2314 2468 2784 774 1248 799 543 3172
1275,476 463 331 1746 398 1956 293 3046 1809 1490
1276,1039 2688 2510 2646 2067 3692 472 2210 1279 36
1277,2732 3692 3059 476 2256 3694 2054 1560 1030 2757
1278,1583 169 2626 2314 543 3215 3053 2501 36 119
1279,472 1279 3409 1638 3423 1223 236 3022 1186 1543
1280,2688 3153 476 2603 208 1186 2630 2256 2534 2980
1281,472 1560 1887 3256 186 3365 1371 2774 382 1668
1282,2402 1887 1337 1315 2068 3677 2342 2484 1633 3119
1283,1316 3529 3153 2564 463 1315 476 2402 69 1831
1284,463 1376 2664 2387 3000 1638 160 1868 1300 1216
1285,3409 3529 472 3022 1831 36 1223 1505 2515 2862
1286,3022 2626 463 2768 1809 2342 398 2129 621 3053
1287,2784 3013 2470 1505 3269 2817 2646 3142 3424 3529
1288,2732 640 2603 2210 1039 2630 2510 472 584 169
1289,1583 1316 1543 2564 2757 2297 293 331 398 2732
1290,1583 2862 1316 1543 1505 1039 1560 618 3424 2603
1291,584 2980 3656 2387 1858 1376 1868 1638 3000 1848
1292,1583 3529 2630 1505 2757 2366 2980 3317 2646 3262
1293,3022 1223 1039 3529 1560 640 2862 3409 2297 36
1294,2210 3694 476 1030 3418 2331 3528 1078 2468 3317
1295,640 1615 3529 2745 1223 204 476 1560 2862 2757
1296,472 1560 467 246 2256 3677 2402 989 2370 1371
1297,1039 1030 463 1831 3053 3317 2980 1811 512 1711
1298,2067 2510 3053 3049 16 2194 1736 212 799 283
1299,1279 796 3022 2931 1039 1505 2798 3692 1543 3424
1300,472 1543 1315 863 3529 1887 2564 1811 37 3272
1301,1583 2646 1223 2862 2402 2210 1560 2603 3694 3529
1302,1223 3013 2862 3529 3409 640 2054 1615 124 2564
1303,1831 463 1615 476 1223 2980 1543 2054 3402 863
1304,3022 2210 640 2630 2980 1078 2314 2757 2331 183
1305,1583 3022 1831 2210 2626 2630 1039 2603 3529 2602
1306,1831 1186 476 1560 1811 3534 2664 1057 2606 2617
1307,1376 2370 1315 2664 1001 2956 132 3105 2833 12
1308,584 1583 472 2297 1831 3529 1039 1811 463 2281
1309,2688 2210 2297 640 169 2067 2980 584 543 2757
1310,2688 2603 3022 1831 2980 584 1078 3049 1855 119
1311,1223 2564 1560 2297 584 790 169 1315 3059 1376
1312,1583 169 3142 3022 3013 36 2646 2297 2862 2664
1313,1223 463 3022 1316 2564 3529 472 476 208 1560
1314,3022 2210 2256 2732 3529 208 2626 1223 1376 1001
1315,2256 2054 1811 1057 472 790 922 3528 2664 3142
1316,640 2980 463 2664 1337 160 3656 2387 1858 1868
1317,3022 1039 36 2210 3529 1505 1831 476 2817 2646
1318,3022 1583 2732 2603 2314 2342 2757 1546 774 1328
1319,1279 796 1638 741 36 2862 472 236 3013 3151
1320,3013 1583 796 3692 1543 1315 2603 2510 1186 2688
1321,1560 989 246 1337 3677 2774 2068 2342 3205 650
1322,472 1615 1811 2732 2980 3474 863 2256 1341 1583
1323,1583 1831 2210 169 2297 2688 2630 2510 2757 2602
1324,451 2646 2297 2534 1039 3269 2862 513 1543 1960
1325,472 3529 3013 3409 463 2564 640 476 1315 124
1326,1638 1848 3262 1216 312 2541 3311 3371 2338 3670
1327,1337 1545 3656 472 3311 312 1686 1700 3035 2402
1328,1039 640 2297 169 463 584 922 512 1855 2862
1329,3423 472 1186 3151 741 3424 3409 3022 1354 618
1330,640 463 1211 2626 293 2646 3534 3238 2468 3528
1331,472 2646 2402 3013 2928 1030 1279 361 2732 2626
1332,1583 1831 1223 2603 463 2630 1039 3529 3694 476
1333,1831 2314 2617 463 1615 1057 2688 2745 2603 208
1334,2732 3022 169 3053 2067 1078 1956 3049 331 119
1335,989 467 1371 2774 2342 1887 512 1633 1668 482
1336,472 2732 3692 2327 2256 2502 1811 2664 132 1102
1337,2980 1315 1543 3529 1223 1831 204 472 2646 584
1338,2732 3692 401 2673 922 2256 3418 3059 1102 2664
1339,1337 1223 463 2402 2980 1560 802 3311 2345 2862
1340,796 3151 2510 2664 573 2784 1543 1315 3409 28
1341,2862 3529 2402 640 463 2054 476 3656 2265 883
1342,1315 3402 1341 2370 1227 872 166 1382 188 1193
1343,1039 1223 2297 3409 2630 1316 1030 331 3013 293
1344,331 183 398 2297 3022 1583 1956 2732 169 774
1345,1583 1831 36 2630 208 293 3317 214 1568 3534
1346,2745 2646 2342 293 1223 3317 3013 1078 2366 3528
1347,573 2688 3653 523 2230 498 472 3022 2116 36
1348,1811 2402 3402 2308 1887 3474 3656 640 2774 1371
1349,1560 640 3022 2603 1583 472 208 2297 1316 3529
1350,1583 1831 2688 2210 2603 640 2980 584 2297 2630
1351,1223 3409 2862 124 476 3529 2054 3153 463 2617
1352,2980 3053 2297 2757 183 2342 1078 2602 119 212
1353,3013 3692 3409 2862 2688 1505 472 1186 618 2510
1354,989 2256 1315 382 246 1887 1668 2370 1781 3365
1355,472 1560 2402 1315 989 2370 2342 512 1337 1422
1356,208 472 2745 2688 82 2366 169 1956 2732 3534
1357,36 1223 1279 3013 1638 3022 1354 3151 1583 2784
1358,2501 36 212 283 463 3528 774 1913 1640 799
1359,3692 2688 3013 476 2327 989 2402 3142 2626 2331
1360,640 463 2387 1638 1216 528 3656 1848 3335 1044
1361,472 2054 1315 3692 2673 790 2256 3105 2956 3448
1362,1223 2862 989 1781 2297 3409 3529 1337 1831 409
1363,3489 1808 169 3022 663 2297 1039 951 3532 2528
1364,3022 1831 2510 169 3473 2784 2331 2342 183 2468
1365,2603 584 3529 2256 472 3059 3692 1186 2768 1316
1366,2947 333 472 3022 1223 3529 1583 640 1831 2960
1367,2646 2757 944 1186 512 16 1831 2210 640 2338
1368,1543 2564 2862 2646 37 1039 3022 3694 2210 1057
1369,2564 1039 1615 2630 3692 3023 2757 1057 707 2603
1370,1543 1316 2630 2054 2646 472 2564 2256 3153 1376
1371,1560 640 472 2757 3529 2617 1316 2862 584 1543
1372,1831 3022 2688 2297 1223 2980 169 2402 3529 476
1373,3022 1583 3694 2297 2366 2745 1223 1505 2646 1960
1374,1583 2757 2626 169 2980 2510 463 1078 2067 2784
1375,3022 1039 1831 640 2646 2980 584 2210 472 463
1376,1039 204 2862 1211 2732 169 584 1811 208 1615
1377,2210 1831 1223 2732 2314 2630 1560 1811 36 2402
1378,1583 3022 1223 2862 2646 584 476 3409 1030 472
1379,3438 2006 3367 3067 1746 462 677 2646 1057 1590
1380,1583 3013 863 1315 3656 1057 2564 37 2297 3022
1381,1583 2564 1223 2603 2210 3423 1315 2646 476 1186
1382,1211 790 1376 2534 3528 2768 3022 512 2664 220
1383,2054 472 1315 3022 3402 1831 2281 1223 1583 1316
1384,1583 1039 2470 640 2054 169 2630 1912 2067 2510
1385,472 3409 1505 1583 1560 1186 1279 1638 772 2688
1386,3694 1316 3529 1960 1315 2980 3153 2673 922 2366
1387,1583 3022 36 472 2732 2603 2297 640 2688 3529
1388,1583 1316 1337 989 772 124 707 2646 790 1811
1389,3529 476 1543 3013 2564 2617 3402 2862 3409 69
1390,1223 472 3013 640 463 3694 3692 3409 2210 1811
1391,1831 2757 2314 1956 3048 1491 2541 1753 774 472
1392,3022 2784 472 3692 1039 1223 2817 3423 1315 1205
1393,36 1583 3423 2784 3022 2862 1223 2603 3153 1543
1394,2862 1223 3423 1039 3013 1505 3153 1316 2732 3409
1395,1039 3013 1638 779 3694 3424 3692 2557 401 2488
1396,472 3013 2402 1315 1223 2862 1543 3529 1831 3600
1397,2732 1638 772 169 1543 2054 1615 2256 401 2402
1398,3409 3694 2054 1039 94 1746 3402 3046 3153 989
1399,1583 472 1543 1211 208 3423 463 1376 2327 3528
1400,1583 3022 640 2603 3013 3529 1505 1831 1279 2745
1401,3059 1811 487 169 2757 2402 2327 2603 2617 1809
1402,2370 3365 1337 3677 2342 2068 3205 3119 512 120
1403,3022 1543 3692 640 1831 1638 1186 2488 1960 3153
1404,472 2054 2980 1227 1315 2402 863 2281 530 37
1405,1831 1543 3153 1505 772 922 1811 3142 2314 1057
1406,472 36 1223 1316 2402 1543 3022 1039 3409 3423
1407,2067 584 2331 331 183 2314 3048 1328 1491 2541
1408,1039 2980 3694 2603 3529 463 2732 331 2468 2338
1409,2732 472 3059 584 2564 2210 476 124 3694 2956
1410,3529 2757 1956 2297 2664 1868 1583 3238 2847 331
1411,2297 640 2210 3423 3409 1560 472 2630 1831 1211
1412,640 584 3656 2387 3000 160 528 1638 3335 2653
1413,2402 3390 1840 2980 3438 2646 1371 1808 2370 2297
1414,1543 2862 3022 3423 472 1583 1039 36 3409 1560
1415,3022 1223 36 1186 3409 3151 1279 3153 1560 3692
1416,1039 36 3013 2732 1543 2862 3423 169 1811 3409
1417,3022 1039 1583 1831 2210 640 1211 2603 584 2630
1418,3692 463 1211 640 3694 2210 1543 1560 1956 3327
1419,2732 3142 1376 1811 1057 3692 2956 1102 1887 2327
1420,1223 1316 1039 3529 3013 3409 1505 3423 1315 3153
1421,1811 863 3390 1615 3448 2980 152 1341 1382 2774
1422,2732 1315 3692 1223 472 2862 2054 1831 2784 1808
1423,2054 2528 1615 1887 883 2281 863 3402 1371 3448
1424,2732 472 132 2673 2222 1859 2630 2636 168 2493
1425,3529 2646 208 1316 36 3409 2564 2862 472 1211
1426,3529 2862 3409 463 2564 3402 3247 3350 69 1615
1427,1057 1583 1912 3528 3402 2297 3529 640 1831 2308
1428,3529 1039 2862 2210 1615 2256 3153 1811 2664 1960
1429,472 584 2980 2664 1376 3656 528 1868 3013 3022
1430,1543 3022 3153 124 1316 1560 2664 2402 3423 463
1431,3423 472 3013 3022 1560 1279 3269 1583 3409 3151
1432,3022 1583 1039 2603 1831 640 1223 584 2210 3529
1433,584 1376 528 3000 160 1848 3311 3262 3335 1044
1434,3529 1956 1615 3692 1223 169 212 1186 472 2054
1435,1831 640 2980 3022 472 1956 2757 2297 331 2603
1436,1583 1374 1831 2732 3049 2297 1039 2210 584 2688
1437,3409 1316 1543 1039 2688 2784 3694 3423 2054 796
1438,1583 1560 1316 2210 3272 1543 3153 2297 463 476
1439,2342 2603 472 1376 2222 2636 2630 2732 3269 2817
1440,1583 2688 2732 2067 169 2757 584 2980 2602 774
1441,2784 2210 1960 3529 512 1912 472 779 2564 2626
1442,3013 2862 1337 3409 2402 3022 1583 452 1316 1315
1443,3677 169 2119 2335 1536 2297 1583 2587 1831 1039
1444,3529 2297 3022 2862 584 3409 2564 1583 208 1315
1445,1039 3529 2194 1640 774 1007 1108 3238 799 1081
1446,1543 2862 3529 169 2054 1337 3059 2630 2664 124
1447,2636 1240 3227 1808 3022 2297 1811 2646 169 2335
1448,2862 3423 3153 3409 1583 2784 2688 796 1316 1638
1449,1279 3022 3423 796 3269 1039 618 3529 2688 573
1450,1279 2165 184 3151 3022 1186 3013 3692 3423 2862
1451,2054 3013 1615 1223 1831 2076 476 94 863 640
1452,1315 3256 512 382 3119 183 1422 1668 2484 3415
1453,1583 1039 3694 2664 1316 2564 463 2256 36 2054
1454,3529 640 1615 208 2617 1956 293 3350 1583 863
1455,2402 246 382 989 1337 2068 2342 482 512 1422
1456,3022 2603 2630 2980 1560 1811 2510 790 2664 2617
1457,36 2564 476 2745 2862 1505 1211 3272 1615 3349
1458,2980 640 3053 1956 2468 2646 2067 476 1491 3473
1459,2646 3692 2732 472 2603 640 3142 3013 2297 1831
1460,1279 3423 1223 640 476 1831 618 2646 1505 169
1461,467 989 3677 527 382 512 1633 482 2484 2281
1462,472 2603 2297 3529 1223 476 3418 1211 2732 2862
1463,1831 3022 2732 1583 2757 2210 2688 2314 2630 2603
1464,1560 1315 2862 1223 3409 989 3013 2297 1543 3022
1465,3022 1279 772 2210 3423 2745 3694 136 3151 472
1466,3013 1316 2732 3694 512 1337 3692 1505 2402 1376
1467,2757 1211 3528 1568 3418 2331 2626 971 2510 2534
1468,1560 989 1223 1543 2862 382 1456 1956 463 1337
1469,1039 2980 3529 1615 476 790 2630 2327 463 3694
1470,1831 1186 1211 3529 2603 2210 1711 208 1956 640
1471,472 1560 3677 2256 1315 2402 183 1337 1371 2342
1472,989 463 2402 467 802 2256 2370 1315 3677 1781
1473,1583 3022 1223 3013 1831 2564 2210 1211 584 922
1474,3059 472 3022 3529 2256 2646 1316 1463 3013 169
1475,1583 2297 2402 1186 169 208 2688 2366 2757 2534
1476,1223 3022 1039 2297 3694 2630 2210 487 1211 3402
1477,2732 3022 2297 1583 3677 2054 2980 169 2636 472
1478,3022 3409 1039 3013 2862 2688 472 3692 132 1223
1479,1583 1543 2564 1223 2256 36 463 2297 640 1811
1480,1583 3022 3474 463 2636 1831 1001 640 2210 2980
1481,472 1560 2256 2370 989 482 1668 2774 1371 2068
1482,1583 1560 472 1831 2297 463 584 1039 1615 640
1483,3022 1223 2646 640 2210 3694 2054 772 1615 3142
1484,1543 3022 2646 2564 463 2297 1615 2732 2054 169
1485,1583 1811 2297 2636 2119 2281 3677 1039 2256 1560
1486,1811 2054 472 584 1315 3529 1227 3402 1831 2862
1487,361 2646 3418 472 2960 3013 2626 20 989 2397
1488,3529 3692 2256 463 1057 208 3528 1186 944 1001
1489,3022 1039 618 3418 3529 2784 1186 2688 3694 463
1490,2314 183 3238 774 3022 799 2630 2210 1583 2732
1491,3409 1583 3153 3269 640 2297 2054 3151 772 2688
1492,584 463 2186 2175 2194 1099 3036 1096 3463 2484
1493,36 472 2256 1583 3022 1039 132 2297 1560 169
1494,3022 1831 36 2210 2297 640 2603 2646 2630 463
1495,3529 463 1211 640 2210 3694 584 2646 293 2757
1496,472 2402 989 382 183 3022 1633 188 487 1337
1497,1279 1354 1638 3409 1039 779 1186 1543 2784 3529
